,Area Code (M49),Area,Item Code (CPC),Item,Volume,Unit
1427,266,Gabon,02953,Raw hides and skins of sheep or lambs,,USD
1428,266,Gabon,02211,Raw milk of cattle,5259867.58416,USD
1429,266,Gabon,21514,"Sheep fat, unrendered",,USD
1430,270,Gambia,21512,"Cattle fat, unrendered",,USD
1431,270,Gambia,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1432,270,Gambia,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1433,270,Gambia,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1434,270,Gambia,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1435,270,Gambia,21511.01,Fat of pigs,,USD
1436,270,Gambia,21170.02,"Game meat, fresh, chilled or frozen",,USD
1437,270,Gambia,21515,"Goat fat, unrendered",,USD
1438,270,Gambia,0231,"Hen eggs in shell, fresh",2685648.9768,USD
1439,270,Gambia,21111.01,"Meat of cattle with the bone, fresh or chilled",15144807.446999999,USD
1440,270,Gambia,21121,"Meat of chickens, fresh or chilled",3185773.0660000006,USD
1441,270,Gambia,21116,"Meat of goat, fresh or chilled",7461424.08,USD
1442,270,Gambia,21113.01,"Meat of pig with the bone, fresh or chilled",2175619.6548,USD
1443,270,Gambia,21115,"Meat of sheep, fresh or chilled",4822807.77,USD
1444,270,Gambia,02951.01,Raw hides and skins of cattle,,USD
1445,270,Gambia,02954,Raw hides and skins of goats or kids,,USD
1446,270,Gambia,02953,Raw hides and skins of sheep or lambs,,USD
1447,270,Gambia,02211,Raw milk of cattle,34957825.81866667,USD
1448,270,Gambia,21514,"Sheep fat, unrendered",,USD
1449,268,Georgia,21512,"Cattle fat, unrendered",,USD
1450,268,Georgia,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1451,268,Georgia,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1452,268,Georgia,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1453,268,Georgia,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1454,268,Georgia,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
1455,268,Georgia,0232,"Eggs from other birds in shell, fresh, n.e.c.",,USD
1456,268,Georgia,21511.01,Fat of pigs,,USD
1457,268,Georgia,21515,"Goat fat, unrendered",,USD
1458,268,Georgia,0231,"Hen eggs in shell, fresh",95421021.684,USD
1459,268,Georgia,21118.01,"Horse meat, fresh or chilled",877463.4299999999,USD
1460,268,Georgia,21111.01,"Meat of cattle with the bone, fresh or chilled",124705454.99999999,USD
1461,268,Georgia,21121,"Meat of chickens, fresh or chilled",68584430.76923077,USD
1462,268,Georgia,21122,"Meat of ducks, fresh or chilled",214160.0,USD
1463,268,Georgia,21116,"Meat of goat, fresh or chilled",0.0,USD
1464,268,Georgia,21113.01,"Meat of pig with the bone, fresh or chilled",76348845.0,USD
1465,268,Georgia,21114,"Meat of rabbits and hares, fresh or chilled",,USD
1466,268,Georgia,21115,"Meat of sheep, fresh or chilled",33586748.0,USD
1467,268,Georgia,21124,"Meat of turkeys, fresh or chilled",,USD
1468,268,Georgia,02910,Natural honey,,USD
1469,268,Georgia,02951.01,Raw hides and skins of cattle,,USD
1470,268,Georgia,02954,Raw hides and skins of goats or kids,,USD
1471,268,Georgia,02953,Raw hides and skins of sheep or lambs,,USD
1472,268,Georgia,02211,Raw milk of cattle,289498514.21568,USD
1473,268,Georgia,02292,Raw milk of goats,1654224.0000000002,USD
1474,268,Georgia,02291,Raw milk of sheep,5408728.0,USD
1475,268,Georgia,21514,"Sheep fat, unrendered",,USD
1476,268,Georgia,02941,"Shorn wool, greasy, including fleece-washed shorn wool",1919274.0,USD
1477,276,Germany,0231,"Hen eggs in shell, fresh",2680334088.3783784,USD
1478,276,Germany,21112,"Meat of buffalo, fresh or chilled",0.0,USD
1479,276,Germany,21111.01,"Meat of cattle with the bone, fresh or chilled",6116457952.5,USD
1480,276,Germany,21121,"Meat of chickens, fresh or chilled",2953149250.0,USD
1481,276,Germany,21122,"Meat of ducks, fresh or chilled",140342400.0,USD
1482,276,Germany,21116,"Meat of goat, fresh or chilled",3043345.0,USD
1483,276,Germany,21113.01,"Meat of pig with the bone, fresh or chilled",10357284365.333334,USD
1484,276,Germany,21115,"Meat of sheep, fresh or chilled",198599226.5625,USD
1485,276,Germany,21124,"Meat of turkeys, fresh or chilled",,USD
1486,276,Germany,02211,Raw milk of cattle,22818407922.125,USD
1487,288,Ghana,21512,"Cattle fat, unrendered",,USD
1488,288,Ghana,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1489,288,Ghana,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1490,288,Ghana,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1491,288,Ghana,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1492,288,Ghana,21511.01,Fat of pigs,,USD
1493,288,Ghana,21170.02,"Game meat, fresh, chilled or frozen",,USD
1494,288,Ghana,21515,"Goat fat, unrendered",,USD
1495,288,Ghana,0231,"Hen eggs in shell, fresh",108980423.21200001,USD
1496,288,Ghana,21111.01,"Meat of cattle with the bone, fresh or chilled",206289000.0,USD
1497,288,Ghana,21121,"Meat of chickens, fresh or chilled",270668295.664,USD
1498,288,Ghana,21116,"Meat of goat, fresh or chilled",172177172.912,USD
1499,288,Ghana,21113.01,"Meat of pig with the bone, fresh or chilled",99295954.9614,USD
1500,288,Ghana,21115,"Meat of sheep, fresh or chilled",235499863.73099998,USD
1501,288,Ghana,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
1502,288,Ghana,02951.01,Raw hides and skins of cattle,,USD
1503,288,Ghana,02954,Raw hides and skins of goats or kids,,USD
1504,288,Ghana,02953,Raw hides and skins of sheep or lambs,,USD
1505,288,Ghana,02211,Raw milk of cattle,40522854.2254,USD
1506,288,Ghana,21514,"Sheep fat, unrendered",,USD
1507,300,Greece,21111.01,"Meat of cattle with the bone, fresh or chilled",218491035.0,USD
1508,300,Greece,21121,"Meat of chickens, fresh or chilled",672006128.125,USD
1509,300,Greece,21122,"Meat of ducks, fresh or chilled",191376.0,USD
1510,300,Greece,21116,"Meat of goat, fresh or chilled",231023700.44444445,USD
1511,300,Greece,21113.01,"Meat of pig with the bone, fresh or chilled",182647698.6666667,USD
1512,300,Greece,21115,"Meat of sheep, fresh or chilled",371427466.875,USD
1513,300,Greece,21124,"Meat of turkeys, fresh or chilled",,USD
1514,300,Greece,02212,Raw milk of buffalo,0.0,USD
1515,300,Greece,02211,Raw milk of cattle,486842190.625,USD
1516,300,Greece,02292,Raw milk of goats,476914734.0,USD
1517,300,Greece,02291,Raw milk of sheep,1258716893.5000002,USD
1518,308,Grenada,21512,"Cattle fat, unrendered",,USD
1519,308,Grenada,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1520,308,Grenada,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1521,308,Grenada,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1522,308,Grenada,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1523,308,Grenada,21511.01,Fat of pigs,,USD
1524,308,Grenada,21515,"Goat fat, unrendered",,USD
1525,308,Grenada,0231,"Hen eggs in shell, fresh",6469818.07332,USD
1526,308,Grenada,21111.01,"Meat of cattle with the bone, fresh or chilled",727431.02175,USD
1527,308,Grenada,21121,"Meat of chickens, fresh or chilled",1047398.5652307692,USD
1528,308,Grenada,21116,"Meat of goat, fresh or chilled",175749.70285714284,USD
1529,308,Grenada,21113.01,"Meat of pig with the bone, fresh or chilled",887859.612,USD
1530,308,Grenada,21115,"Meat of sheep, fresh or chilled",766294.5736,USD
1531,308,Grenada,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
1532,308,Grenada,02951.01,Raw hides and skins of cattle,,USD
1533,308,Grenada,02954,Raw hides and skins of goats or kids,,USD
1534,308,Grenada,02953,Raw hides and skins of sheep or lambs,,USD
1535,308,Grenada,02211,Raw milk of cattle,276935.90912,USD
1536,308,Grenada,21514,"Sheep fat, unrendered",,USD
1537,320,Guatemala,02960.01,Beeswax,,USD
1538,320,Guatemala,21512,"Cattle fat, unrendered",,USD
1539,320,Guatemala,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1540,320,Guatemala,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1541,320,Guatemala,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1542,320,Guatemala,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1543,320,Guatemala,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
1544,320,Guatemala,21511.01,Fat of pigs,,USD
1545,320,Guatemala,21515,"Goat fat, unrendered",,USD
1546,320,Guatemala,0231,"Hen eggs in shell, fresh",554296226.83884,USD
1547,320,Guatemala,21118.01,"Horse meat, fresh or chilled",11832884.879999999,USD
1548,320,Guatemala,21111.01,"Meat of cattle with the bone, fresh or chilled",1231637916.7215,USD
1549,320,Guatemala,21121,"Meat of chickens, fresh or chilled",1101293982.6936924,USD
1550,320,Guatemala,21116,"Meat of goat, fresh or chilled",1222988.693142857,USD
1551,320,Guatemala,21113.01,"Meat of pig with the bone, fresh or chilled",142500988.2405,USD
1552,320,Guatemala,21115,"Meat of sheep, fresh or chilled",13143463.3409,USD
1553,320,Guatemala,02910,Natural honey,,USD
1554,320,Guatemala,02951.01,Raw hides and skins of cattle,,USD
1555,320,Guatemala,02954,Raw hides and skins of goats or kids,,USD
1556,320,Guatemala,02953,Raw hides and skins of sheep or lambs,,USD
1557,320,Guatemala,02211,Raw milk of cattle,258629044.7032,USD
1558,320,Guatemala,02292,Raw milk of goats,1380619.5920000002,USD
1559,320,Guatemala,21514,"Sheep fat, unrendered",,USD
1560,324,Guinea,02960.01,Beeswax,,USD
1561,324,Guinea,21512,"Cattle fat, unrendered",,USD
1562,324,Guinea,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1563,324,Guinea,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1564,324,Guinea,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1565,324,Guinea,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1566,324,Guinea,21511.01,Fat of pigs,,USD
1567,324,Guinea,21170.02,"Game meat, fresh, chilled or frozen",,USD
1568,324,Guinea,21515,"Goat fat, unrendered",,USD
1569,324,Guinea,0231,"Hen eggs in shell, fresh",91371573.63679999,USD
1570,324,Guinea,21111.01,"Meat of cattle with the bone, fresh or chilled",446726341.2,USD
1571,324,Guinea,21121,"Meat of chickens, fresh or chilled",43858258.84200001,USD
1572,324,Guinea,21116,"Meat of goat, fresh or chilled",122140402.56,USD
1573,324,Guinea,21113.01,"Meat of pig with the bone, fresh or chilled",16031353.14,USD
1574,324,Guinea,21115,"Meat of sheep, fresh or chilled",86822208.0,USD
1575,324,Guinea,02910,Natural honey,,USD
1576,324,Guinea,02951.01,Raw hides and skins of cattle,,USD
1577,324,Guinea,02954,Raw hides and skins of goats or kids,,USD
1578,324,Guinea,02953,Raw hides and skins of sheep or lambs,,USD
1579,324,Guinea,02211,Raw milk of cattle,167162150.93866667,USD
1580,324,Guinea,02292,Raw milk of goats,10224680.906,USD
1581,324,Guinea,02291,Raw milk of sheep,3019733.4599999995,USD
1582,324,Guinea,21514,"Sheep fat, unrendered",,USD
1583,624,Guinea-Bissau,02960.01,Beeswax,,USD
1584,624,Guinea-Bissau,21512,"Cattle fat, unrendered",,USD
1585,624,Guinea-Bissau,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1586,624,Guinea-Bissau,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1587,624,Guinea-Bissau,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1588,624,Guinea-Bissau,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1589,624,Guinea-Bissau,21511.01,Fat of pigs,,USD
1590,624,Guinea-Bissau,21515,"Goat fat, unrendered",,USD
1591,624,Guinea-Bissau,0231,"Hen eggs in shell, fresh",3886117.024,USD
1592,624,Guinea-Bissau,21111.01,"Meat of cattle with the bone, fresh or chilled",47963428.488,USD
1593,624,Guinea-Bissau,21121,"Meat of chickens, fresh or chilled",9261604.716,USD
1594,624,Guinea-Bissau,21116,"Meat of goat, fresh or chilled",6668412.300000001,USD
1595,624,Guinea-Bissau,21113.01,"Meat of pig with the bone, fresh or chilled",43430461.9596,USD
1596,624,Guinea-Bissau,21115,"Meat of sheep, fresh or chilled",8912350.26,USD
1597,624,Guinea-Bissau,02910,Natural honey,,USD
1598,624,Guinea-Bissau,02951.01,Raw hides and skins of cattle,,USD
1599,624,Guinea-Bissau,02954,Raw hides and skins of goats or kids,,USD
1600,624,Guinea-Bissau,02953,Raw hides and skins of sheep or lambs,,USD
1601,624,Guinea-Bissau,02211,Raw milk of cattle,12955994.274666665,USD
1602,624,Guinea-Bissau,02292,Raw milk of goats,3567887.4099999997,USD
1603,624,Guinea-Bissau,02291,Raw milk of sheep,1245437.748,USD
1604,624,Guinea-Bissau,21514,"Sheep fat, unrendered",,USD
1605,328,Guyana,21512,"Cattle fat, unrendered",,USD
1606,328,Guyana,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1607,328,Guyana,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1608,328,Guyana,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1609,328,Guyana,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1610,328,Guyana,21511.01,Fat of pigs,,USD
1611,328,Guyana,21515,"Goat fat, unrendered",,USD
1612,328,Guyana,0231,"Hen eggs in shell, fresh",3980233.4850000003,USD
1613,328,Guyana,21111.01,"Meat of cattle with the bone, fresh or chilled",10758203.369999997,USD
1614,328,Guyana,21121,"Meat of chickens, fresh or chilled",162662265.9923077,USD
1615,328,Guyana,21116,"Meat of goat, fresh or chilled",1741513.994,USD
1616,328,Guyana,21113.01,"Meat of pig with the bone, fresh or chilled",3725491.6845,USD
1617,328,Guyana,21115,"Meat of sheep, fresh or chilled",3640868.0731,USD
1618,328,Guyana,02910,Natural honey,,USD
1619,328,Guyana,02951.01,Raw hides and skins of cattle,,USD
1620,328,Guyana,02954,Raw hides and skins of goats or kids,,USD
1621,328,Guyana,02953,Raw hides and skins of sheep or lambs,,USD
1622,328,Guyana,02211,Raw milk of cattle,27071440.0,USD
1623,328,Guyana,21514,"Sheep fat, unrendered",,USD
1624,332,Haiti,02960.01,Beeswax,,USD
1625,332,Haiti,21512,"Cattle fat, unrendered",,USD
1626,332,Haiti,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1627,332,Haiti,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1628,332,Haiti,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1629,332,Haiti,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1630,332,Haiti,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
1631,332,Haiti,0232,"Eggs from other birds in shell, fresh, n.e.c.",,USD
1632,332,Haiti,21511.01,Fat of pigs,,USD
1633,332,Haiti,21515,"Goat fat, unrendered",,USD
1634,332,Haiti,0231,"Hen eggs in shell, fresh",9967676.89,USD
1635,332,Haiti,21118.01,"Horse meat, fresh or chilled",24241134.716,USD
1636,332,Haiti,21111.01,"Meat of cattle with the bone, fresh or chilled",342066219.384,USD
1637,332,Haiti,21121,"Meat of chickens, fresh or chilled",33601007.96,USD
1638,332,Haiti,21122,"Meat of ducks, fresh or chilled",466054.99199999997,USD
1639,332,Haiti,21123,"Meat of geese, fresh or chilled",,USD
1640,332,Haiti,21116,"Meat of goat, fresh or chilled",25798430.361,USD
1641,332,Haiti,21113.01,"Meat of pig with the bone, fresh or chilled",110253986.0514,USD
1642,332,Haiti,21115,"Meat of sheep, fresh or chilled",16389536.987999998,USD
1643,332,Haiti,21124,"Meat of turkeys, fresh or chilled",,USD
1644,332,Haiti,02910,Natural honey,,USD
1645,332,Haiti,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
1646,332,Haiti,02951.01,Raw hides and skins of cattle,,USD
1647,332,Haiti,02954,Raw hides and skins of goats or kids,,USD
1648,332,Haiti,02953,Raw hides and skins of sheep or lambs,,USD
1649,332,Haiti,02211,Raw milk of cattle,40396887.897,USD
1650,332,Haiti,02292,Raw milk of goats,123027661.432,USD
1651,332,Haiti,21514,"Sheep fat, unrendered",,USD
1652,340,Honduras,02960.01,Beeswax,,USD
1653,340,Honduras,21512,"Cattle fat, unrendered",,USD
1654,340,Honduras,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1655,340,Honduras,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1656,340,Honduras,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1657,340,Honduras,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1658,340,Honduras,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
1659,340,Honduras,21511.01,Fat of pigs,,USD
1660,340,Honduras,21515,"Goat fat, unrendered",,USD
1661,340,Honduras,0231,"Hen eggs in shell, fresh",111368280.00000001,USD
1662,340,Honduras,21118.01,"Horse meat, fresh or chilled",2457829.25,USD
1663,340,Honduras,21111.01,"Meat of cattle with the bone, fresh or chilled",453835800.0,USD
1664,340,Honduras,21121,"Meat of chickens, fresh or chilled",984363483.376,USD
1665,340,Honduras,21116,"Meat of goat, fresh or chilled",782483.679,USD
1666,340,Honduras,21113.01,"Meat of pig with the bone, fresh or chilled",31668830.4384,USD
1667,340,Honduras,21115,"Meat of sheep, fresh or chilled",919360.6829999998,USD
1668,340,Honduras,02910,Natural honey,,USD
1669,340,Honduras,02951.01,Raw hides and skins of cattle,,USD
1670,340,Honduras,02954,Raw hides and skins of goats or kids,,USD
1671,340,Honduras,02953,Raw hides and skins of sheep or lambs,,USD
1672,340,Honduras,02211,Raw milk of cattle,558630648.7054,USD
1673,340,Honduras,21514,"Sheep fat, unrendered",,USD
1674,348,Hungary,21111.01,"Meat of cattle with the bone, fresh or chilled",165374475.0,USD
1675,348,Hungary,21121,"Meat of chickens, fresh or chilled",957413182.5,USD
1676,348,Hungary,21122,"Meat of ducks, fresh or chilled",347666400.0,USD
1677,348,Hungary,21116,"Meat of goat, fresh or chilled",676298.8888888889,USD
1678,348,Hungary,21113.01,"Meat of pig with the bone, fresh or chilled",1017625077.3333334,USD
1679,348,Hungary,21115,"Meat of sheep, fresh or chilled",7693765.3125,USD
1680,348,Hungary,21124,"Meat of turkeys, fresh or chilled",,USD
1681,348,Hungary,02211,Raw milk of cattle,1436996159.45,USD
1682,348,Hungary,02292,Raw milk of goats,4149207.0,USD
1683,348,Hungary,02291,Raw milk of sheep,1974045.0000000002,USD
1684,352,Iceland,21512,"Cattle fat, unrendered",,USD
1685,352,Iceland,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1686,352,Iceland,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1687,352,Iceland,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1688,352,Iceland,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
1689,352,Iceland,21511.01,Fat of pigs,,USD
1690,352,Iceland,0231,"Hen eggs in shell, fresh",10740914.72972973,USD
1691,352,Iceland,21118.01,"Horse meat, fresh or chilled",1823479.0999999999,USD
