,Area Code (M49),Area,Item Code (CPC),Item,Volume,Unit
2058,417,Kyrgyzstan,21115,"Meat of sheep, fresh or chilled",685961609.4,USD
2059,417,Kyrgyzstan,02910,Natural honey,,USD
2060,417,Kyrgyzstan,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
2061,417,Kyrgyzstan,02951.01,Raw hides and skins of cattle,,USD
2062,417,Kyrgyzstan,02954,Raw hides and skins of goats or kids,,USD
2063,417,Kyrgyzstan,02953,Raw hides and skins of sheep or lambs,,USD
2064,417,Kyrgyzstan,02211,Raw milk of cattle,1400459203.94,USD
2065,417,Kyrgyzstan,02292,Raw milk of goats,1275552.2,USD
2066,417,Kyrgyzstan,21514,"Sheep fat, unrendered",,USD
2067,417,Kyrgyzstan,02941,"Shorn wool, greasy, including fleece-washed shorn wool",16041592.167,USD
2068,417,Kyrgyzstan,02944,Silk-worm cocoons suitable for reeling,,USD
2069,418,Lao People's Democratic Republic,21513,"Buffalo fat, unrendered",,USD
2070,418,Lao People's Democratic Republic,21512,"Cattle fat, unrendered",,USD
2071,418,Lao People's Democratic Republic,21152,"Edible offal of buffalo, fresh, chilled or frozen",,USD
2072,418,Lao People's Democratic Republic,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2073,418,Lao People's Democratic Republic,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2074,418,Lao People's Democratic Republic,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
2075,418,Lao People's Democratic Republic,0232,"Eggs from other birds in shell, fresh, n.e.c.",,USD
2076,418,Lao People's Democratic Republic,21511.01,Fat of pigs,,USD
2077,418,Lao People's Democratic Republic,21515,"Goat fat, unrendered",,USD
2078,418,Lao People's Democratic Republic,0231,"Hen eggs in shell, fresh",36970427.186,USD
2079,418,Lao People's Democratic Republic,21112,"Meat of buffalo, fresh or chilled",79420371.345,USD
2080,418,Lao People's Democratic Republic,21111.01,"Meat of cattle with the bone, fresh or chilled",293873327.019,USD
2081,418,Lao People's Democratic Republic,21121,"Meat of chickens, fresh or chilled",145092102.37600002,USD
2082,418,Lao People's Democratic Republic,21122,"Meat of ducks, fresh or chilled",9851381.416,USD
2083,418,Lao People's Democratic Republic,21123,"Meat of geese, fresh or chilled",,USD
2084,418,Lao People's Democratic Republic,21116,"Meat of goat, fresh or chilled",15291563.657,USD
2085,418,Lao People's Democratic Republic,21113.01,"Meat of pig with the bone, fresh or chilled",348854234.2488,USD
2086,418,Lao People's Democratic Republic,02951.03,Raw hides and skins of buffaloes,,USD
2087,418,Lao People's Democratic Republic,02951.01,Raw hides and skins of cattle,,USD
2088,418,Lao People's Democratic Republic,02954,Raw hides and skins of goats or kids,,USD
2089,418,Lao People's Democratic Republic,02211,Raw milk of cattle,5895334.0,USD
2090,428,Latvia,21111.01,"Meat of cattle with the bone, fresh or chilled",97995135.0,USD
2091,428,Latvia,21121,"Meat of chickens, fresh or chilled",100341205.0,USD
2092,428,Latvia,21122,"Meat of ducks, fresh or chilled",0.0,USD
2093,428,Latvia,21116,"Meat of goat, fresh or chilled",338149.44444444444,USD
2094,428,Latvia,21113.01,"Meat of pig with the bone, fresh or chilled",89283157.33333334,USD
2095,428,Latvia,21115,"Meat of sheep, fresh or chilled",5066625.9375,USD
2096,428,Latvia,21124,"Meat of turkeys, fresh or chilled",,USD
2097,428,Latvia,02910,Natural honey,,USD
2098,428,Latvia,02212,Raw milk of buffalo,0.0,USD
2099,428,Latvia,02211,Raw milk of cattle,685847079.4250001,USD
2100,428,Latvia,02292,Raw milk of goats,2006806.0,USD
2101,428,Latvia,02291,Raw milk of sheep,0.0,USD
2102,422,Lebanon,21512,"Cattle fat, unrendered",,USD
2103,422,Lebanon,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2104,422,Lebanon,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2105,422,Lebanon,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
2106,422,Lebanon,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
2107,422,Lebanon,21511.01,Fat of pigs,,USD
2108,422,Lebanon,21515,"Goat fat, unrendered",,USD
2109,422,Lebanon,0231,"Hen eggs in shell, fresh",119691353.87300001,USD
2110,422,Lebanon,21111.01,"Meat of cattle with the bone, fresh or chilled",329076613.632,USD
2111,422,Lebanon,21121,"Meat of chickens, fresh or chilled",456418173.01600003,USD
2112,422,Lebanon,21116,"Meat of goat, fresh or chilled",14929684.692,USD
2113,422,Lebanon,21113.01,"Meat of pig with the bone, fresh or chilled",2400258.4307999997,USD
2114,422,Lebanon,21115,"Meat of sheep, fresh or chilled",39751456.31999999,USD
2115,422,Lebanon,02910,Natural honey,,USD
2116,422,Lebanon,02951.01,Raw hides and skins of cattle,,USD
2117,422,Lebanon,02954,Raw hides and skins of goats or kids,,USD
2118,422,Lebanon,02953,Raw hides and skins of sheep or lambs,,USD
2119,422,Lebanon,02211,Raw milk of cattle,271742416.5324,USD
2120,422,Lebanon,02292,Raw milk of goats,67198789.97,USD
2121,422,Lebanon,02291,Raw milk of sheep,53761881.31166667,USD
2122,422,Lebanon,21514,"Sheep fat, unrendered",,USD
2123,422,Lebanon,02941,"Shorn wool, greasy, including fleece-washed shorn wool",4223396.5395,USD
2124,422,Lebanon,02944,Silk-worm cocoons suitable for reeling,,USD
2125,426,Lesotho,21512,"Cattle fat, unrendered",,USD
2126,426,Lesotho,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2127,426,Lesotho,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2128,426,Lesotho,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
2129,426,Lesotho,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
2130,426,Lesotho,21511.01,Fat of pigs,,USD
2131,426,Lesotho,21170.02,"Game meat, fresh, chilled or frozen",,USD
2132,426,Lesotho,21515,"Goat fat, unrendered",,USD
2133,426,Lesotho,0231,"Hen eggs in shell, fresh",3041649.024,USD
2134,426,Lesotho,21118.02,"Meat of asses, fresh or chilled",,USD
2135,426,Lesotho,21111.01,"Meat of cattle with the bone, fresh or chilled",8602663.878,USD
2136,426,Lesotho,21121,"Meat of chickens, fresh or chilled",3583021.0,USD
2137,426,Lesotho,21116,"Meat of goat, fresh or chilled",1335565.1260000002,USD
2138,426,Lesotho,21113.01,"Meat of pig with the bone, fresh or chilled",1657296.6876,USD
2139,426,Lesotho,21115,"Meat of sheep, fresh or chilled",5213950.5479999995,USD
2140,426,Lesotho,02951.01,Raw hides and skins of cattle,,USD
2141,426,Lesotho,02954,Raw hides and skins of goats or kids,,USD
2142,426,Lesotho,02953,Raw hides and skins of sheep or lambs,,USD
2143,426,Lesotho,02211,Raw milk of cattle,142074262.5494,USD
2144,426,Lesotho,21514,"Sheep fat, unrendered",,USD
2145,426,Lesotho,02941,"Shorn wool, greasy, including fleece-washed shorn wool",5535133.493999999,USD
2146,430,Liberia,21512,"Cattle fat, unrendered",,USD
2147,430,Liberia,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2148,430,Liberia,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2149,430,Liberia,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
2150,430,Liberia,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
2151,430,Liberia,0232,"Eggs from other birds in shell, fresh, n.e.c.",,USD
2152,430,Liberia,21511.01,Fat of pigs,,USD
2153,430,Liberia,21170.02,"Game meat, fresh, chilled or frozen",,USD
2154,430,Liberia,21515,"Goat fat, unrendered",,USD
2155,430,Liberia,0231,"Hen eggs in shell, fresh",19206284.1312,USD
2156,430,Liberia,21111.01,"Meat of cattle with the bone, fresh or chilled",7171457.592,USD
2157,430,Liberia,21121,"Meat of chickens, fresh or chilled",43063777.892000005,USD
2158,430,Liberia,21122,"Meat of ducks, fresh or chilled",740308.288,USD
2159,430,Liberia,21116,"Meat of goat, fresh or chilled",7380942.029999999,USD
2160,430,Liberia,21113.01,"Meat of pig with the bone, fresh or chilled",34241495.6844,USD
2161,430,Liberia,21115,"Meat of sheep, fresh or chilled",6673965.21,USD
2162,430,Liberia,02951.01,Raw hides and skins of cattle,,USD
2163,430,Liberia,02954,Raw hides and skins of goats or kids,,USD
2164,430,Liberia,02953,Raw hides and skins of sheep or lambs,,USD
2165,430,Liberia,02211,Raw milk of cattle,6176607.349333334,USD
2166,430,Liberia,21514,"Sheep fat, unrendered",,USD
2167,434,Libya,21512,"Cattle fat, unrendered",,USD
2168,434,Libya,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2169,434,Libya,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2170,434,Libya,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
2171,434,Libya,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",,USD
2172,434,Libya,21519.02,Fat of camels,,USD
2173,434,Libya,21515,"Goat fat, unrendered",,USD
2174,434,Libya,0231,"Hen eggs in shell, fresh",165877507.16604,USD
2175,434,Libya,21117.01,"Meat of camels, fresh or chilled",,USD
2176,434,Libya,21111.01,"Meat of cattle with the bone, fresh or chilled",35115484.210499994,USD
2177,434,Libya,21121,"Meat of chickens, fresh or chilled",372779728.51407695,USD
2178,434,Libya,21116,"Meat of goat, fresh or chilled",70224805.45457141,USD
2179,434,Libya,21115,"Meat of sheep, fresh or chilled",192397358.3947,USD
2180,434,Libya,02910,Natural honey,,USD
2181,434,Libya,02951.01,Raw hides and skins of cattle,,USD
2182,434,Libya,02954,Raw hides and skins of goats or kids,,USD
2183,434,Libya,02953,Raw hides and skins of sheep or lambs,,USD
2184,434,Libya,02293,Raw milk of camel,,USD
2185,434,Libya,02211,Raw milk of cattle,73784686.344,USD
2186,434,Libya,02292,Raw milk of goats,10845320.530000001,USD
2187,434,Libya,02291,Raw milk of sheep,45799518.775714286,USD
2188,434,Libya,21514,"Sheep fat, unrendered",,USD
2189,434,Libya,02941,"Shorn wool, greasy, including fleece-washed shorn wool",9372372.4454,USD
2190,440,Lithuania,21111.01,"Meat of cattle with the bone, fresh or chilled",274066695.0,USD
2191,440,Lithuania,21121,"Meat of chickens, fresh or chilled",231201945.0,USD
2192,440,Lithuania,21122,"Meat of ducks, fresh or chilled",0.0,USD
2193,440,Lithuania,21116,"Meat of goat, fresh or chilled",270519.55555555556,USD
2194,440,Lithuania,21113.01,"Meat of pig with the bone, fresh or chilled",164200765.33333334,USD
2195,440,Lithuania,21115,"Meat of sheep, fresh or chilled",6004890.0,USD
2196,440,Lithuania,02910,Natural honey,,USD
2197,440,Lithuania,02212,Raw milk of buffalo,0.0,USD
2198,440,Lithuania,02211,Raw milk of cattle,1068841340.9250001,USD
2199,440,Lithuania,02292,Raw milk of goats,5871263.5,USD
2200,440,Lithuania,02291,Raw milk of sheep,0.0,USD
2201,442,Luxembourg,21111.01,"Meat of cattle with the bone, fresh or chilled",60309427.5,USD
2202,442,Luxembourg,21121,"Meat of chickens, fresh or chilled",0.0,USD
2203,442,Luxembourg,21122,"Meat of ducks, fresh or chilled",0.0,USD
2204,442,Luxembourg,21116,"Meat of goat, fresh or chilled",67629.88888888889,USD
2205,442,Luxembourg,21113.01,"Meat of pig with the bone, fresh or chilled",29607328.0,USD
2206,442,Luxembourg,21115,"Meat of sheep, fresh or chilled",312754.6875,USD
2207,442,Luxembourg,21124,"Meat of turkeys, fresh or chilled",,USD
2208,442,Luxembourg,02212,Raw milk of buffalo,0.0,USD
2209,442,Luxembourg,02211,Raw milk of cattle,316290718.825,USD
2210,442,Luxembourg,02292,Raw milk of goats,4406837.5,USD
2211,442,Luxembourg,02291,Raw milk of sheep,118442.70000000001,USD
2212,450,Madagascar,02960.01,Beeswax,,USD
2213,450,Madagascar,21512,"Cattle fat, unrendered",,USD
2214,450,Madagascar,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2215,450,Madagascar,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2216,450,Madagascar,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
2217,450,Madagascar,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
2218,450,Madagascar,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
2219,450,Madagascar,0232,"Eggs from other birds in shell, fresh, n.e.c.",,USD
2220,450,Madagascar,21511.01,Fat of pigs,,USD
2221,450,Madagascar,21170.02,"Game meat, fresh, chilled or frozen",,USD
2222,450,Madagascar,21515,"Goat fat, unrendered",,USD
2223,450,Madagascar,0231,"Hen eggs in shell, fresh",53096392.7416,USD
2224,450,Madagascar,21118.01,"Horse meat, fresh or chilled",26233.189999999995,USD
2225,450,Madagascar,21111.01,"Meat of cattle with the bone, fresh or chilled",210032536.75199997,USD
2226,450,Madagascar,21121,"Meat of chickens, fresh or chilled",158000579.93,USD
2227,450,Madagascar,21122,"Meat of ducks, fresh or chilled",27135828.112,USD
2228,450,Madagascar,21123,"Meat of geese, fresh or chilled",,USD
2229,450,Madagascar,21116,"Meat of goat, fresh or chilled",23336280.0,USD
2230,450,Madagascar,21113.01,"Meat of pig with the bone, fresh or chilled",91302570.0,USD
2231,450,Madagascar,21114,"Meat of rabbits and hares, fresh or chilled",,USD
2232,450,Madagascar,21115,"Meat of sheep, fresh or chilled",9438892.649999999,USD
2233,450,Madagascar,21124,"Meat of turkeys, fresh or chilled",,USD
2234,450,Madagascar,02910,Natural honey,,USD
2235,450,Madagascar,02951.01,Raw hides and skins of cattle,,USD
2236,450,Madagascar,02954,Raw hides and skins of goats or kids,,USD
2237,450,Madagascar,02953,Raw hides and skins of sheep or lambs,,USD
2238,450,Madagascar,02211,Raw milk of cattle,353294576.64266664,USD
2239,450,Madagascar,21514,"Sheep fat, unrendered",,USD
2240,450,Madagascar,02944,Silk-worm cocoons suitable for reeling,,USD
2241,454,Malawi,21512,"Cattle fat, unrendered",,USD
2242,454,Malawi,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2243,454,Malawi,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2244,454,Malawi,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
2245,454,Malawi,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
2246,454,Malawi,21511.01,Fat of pigs,,USD
2247,454,Malawi,21515,"Goat fat, unrendered",,USD
2248,454,Malawi,0231,"Hen eggs in shell, fresh",71933730.6572,USD
2249,454,Malawi,21111.01,"Meat of cattle with the bone, fresh or chilled",411331066.89,USD
2250,454,Malawi,21121,"Meat of chickens, fresh or chilled",437670045.102,USD
2251,454,Malawi,21116,"Meat of goat, fresh or chilled",492326342.64000005,USD
2252,454,Malawi,21113.01,"Meat of pig with the bone, fresh or chilled",1187107401.69,USD
2253,454,Malawi,21115,"Meat of sheep, fresh or chilled",13014263.79,USD
2254,454,Malawi,02951.01,Raw hides and skins of cattle,,USD
2255,454,Malawi,02954,Raw hides and skins of goats or kids,,USD
2256,454,Malawi,02953,Raw hides and skins of sheep or lambs,,USD
2257,454,Malawi,02211,Raw milk of cattle,48683292.77866667,USD
2258,454,Malawi,02292,Raw milk of goats,35906887.994,USD
2259,454,Malawi,02291,Raw milk of sheep,1301870.88,USD
2260,454,Malawi,21514,"Sheep fat, unrendered",,USD
2261,458,Malaysia,21513,"Buffalo fat, unrendered",,USD
2262,458,Malaysia,21512,"Cattle fat, unrendered",,USD
2263,458,Malaysia,21152,"Edible offal of buffalo, fresh, chilled or frozen",,USD
2264,458,Malaysia,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2265,458,Malaysia,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2266,458,Malaysia,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
2267,458,Malaysia,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
2268,458,Malaysia,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
2269,458,Malaysia,0232,"Eggs from other birds in shell, fresh, n.e.c.",,USD
2270,458,Malaysia,21511.01,Fat of pigs,,USD
2271,458,Malaysia,21515,"Goat fat, unrendered",,USD
2272,458,Malaysia,0231,"Hen eggs in shell, fresh",1602951248.43228,USD
2273,458,Malaysia,21118.01,"Horse meat, fresh or chilled",933656.394,USD
2274,458,Malaysia,21112,"Meat of buffalo, fresh or chilled",26543997.876000002,USD
2275,458,Malaysia,21111.01,"Meat of cattle with the bone, fresh or chilled",159386356.41899997,USD
2276,458,Malaysia,21121,"Meat of chickens, fresh or chilled",4594560148.413923,USD
2277,458,Malaysia,21122,"Meat of ducks, fresh or chilled",150056065.432,USD
2278,458,Malaysia,21116,"Meat of goat, fresh or chilled",13247897.981999997,USD
2279,458,Malaysia,21113.01,"Meat of pig with the bone, fresh or chilled",724740267.774,USD
2280,458,Malaysia,21115,"Meat of sheep, fresh or chilled",9665232.636,USD
2281,458,Malaysia,02951.03,Raw hides and skins of buffaloes,,USD
2282,458,Malaysia,02951.01,Raw hides and skins of cattle,,USD
2283,458,Malaysia,02954,Raw hides and skins of goats or kids,,USD
2284,458,Malaysia,02953,Raw hides and skins of sheep or lambs,,USD
2285,458,Malaysia,02212,Raw milk of buffalo,4092323.662,USD
2286,458,Malaysia,02211,Raw milk of cattle,19172116.86,USD
2287,458,Malaysia,21514,"Sheep fat, unrendered",,USD
2288,458,Malaysia,02941,"Shorn wool, greasy, including fleece-washed shorn wool",154053.7264,USD
2289,462,Maldives,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
2290,466,Mali,02960.01,Beeswax,,USD
2291,466,Mali,21512,"Cattle fat, unrendered",,USD
2292,466,Mali,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2293,466,Mali,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2294,466,Mali,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
2295,466,Mali,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
2296,466,Mali,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",,USD
2297,466,Mali,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
2298,466,Mali,21519.02,Fat of camels,,USD
2299,466,Mali,21511.01,Fat of pigs,,USD
2300,466,Mali,21170.02,"Game meat, fresh, chilled or frozen",,USD
2301,466,Mali,21515,"Goat fat, unrendered",,USD
2302,466,Mali,0231,"Hen eggs in shell, fresh",54473067.164400004,USD
2303,466,Mali,21118.01,"Horse meat, fresh or chilled",14758057.184,USD
2304,466,Mali,21118.02,"Meat of asses, fresh or chilled",,USD
2305,466,Mali,21117.01,"Meat of camels, fresh or chilled",,USD
2306,466,Mali,21111.01,"Meat of cattle with the bone, fresh or chilled",379820164.485,USD
2307,466,Mali,21121,"Meat of chickens, fresh or chilled",180242195.39200002,USD
2308,466,Mali,21116,"Meat of goat, fresh or chilled",80995729.32,USD
2309,466,Mali,21113.01,"Meat of pig with the bone, fresh or chilled",2609427.4506,USD
2310,466,Mali,21115,"Meat of sheep, fresh or chilled",50562197.73,USD
2311,466,Mali,02910,Natural honey,,USD
2312,466,Mali,02951.01,Raw hides and skins of cattle,,USD
2313,466,Mali,02954,Raw hides and skins of goats or kids,,USD
2314,466,Mali,02953,Raw hides and skins of sheep or lambs,,USD
2315,466,Mali,02293,Raw milk of camel,,USD
2316,466,Mali,02211,Raw milk of cattle,204679490.13333333,USD
2317,466,Mali,02292,Raw milk of goats,63397311.506,USD
2318,466,Mali,02291,Raw milk of sheep,32252712.731999997,USD
2319,466,Mali,21514,"Sheep fat, unrendered",,USD
2320,466,Mali,02941,"Shorn wool, greasy, including fleece-washed shorn wool",418446.9465,USD
2321,470,Malta,21111.01,"Meat of cattle with the bone, fresh or chilled",6393660.0,USD
2322,470,Malta,21121,"Meat of chickens, fresh or chilled",11664390.625,USD
2323,470,Malta,21122,"Meat of ducks, fresh or chilled",0.0,USD
2324,470,Malta,21116,"Meat of goat, fresh or chilled",135259.77777777778,USD
2325,470,Malta,21113.01,"Meat of pig with the bone, fresh or chilled",10214989.333333334,USD
2326,470,Malta,21115,"Meat of sheep, fresh or chilled",1000815.0,USD
2327,470,Malta,21124,"Meat of turkeys, fresh or chilled",,USD
2328,470,Malta,02212,Raw milk of buffalo,0.0,USD
2329,470,Malta,02211,Raw milk of cattle,27446278.725,USD
2330,470,Malta,02292,Raw milk of goats,1396628.5,USD
2331,470,Malta,02291,Raw milk of sheep,2724182.1000000006,USD
2332,478,Mauritania,21512,"Cattle fat, unrendered",,USD
2333,478,Mauritania,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2334,478,Mauritania,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2335,478,Mauritania,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
2336,478,Mauritania,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
2337,478,Mauritania,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",,USD
2338,478,Mauritania,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
2339,478,Mauritania,21519.02,Fat of camels,,USD
2340,478,Mauritania,21511.01,Fat of pigs,,USD
2341,478,Mauritania,21515,"Goat fat, unrendered",,USD
2342,478,Mauritania,0231,"Hen eggs in shell, fresh",12152416.065000001,USD
2343,478,Mauritania,21118.01,"Horse meat, fresh or chilled",2664850.798,USD
2344,478,Mauritania,21118.02,"Meat of asses, fresh or chilled",,USD
2345,478,Mauritania,21117.01,"Meat of camels, fresh or chilled",,USD
2346,478,Mauritania,21111.01,"Meat of cattle with the bone, fresh or chilled",220116620.433,USD
2347,478,Mauritania,21121,"Meat of chickens, fresh or chilled",15247276.304000001,USD
2348,478,Mauritania,21116,"Meat of goat, fresh or chilled",101352340.69500001,USD
2349,478,Mauritania,21113.01,"Meat of pig with the bone, fresh or chilled",0.0,USD
2350,478,Mauritania,21115,"Meat of sheep, fresh or chilled",362052103.539,USD
2351,478,Mauritania,02951.01,Raw hides and skins of cattle,,USD
2352,478,Mauritania,02954,Raw hides and skins of goats or kids,,USD
2353,478,Mauritania,02953,Raw hides and skins of sheep or lambs,,USD
2354,478,Mauritania,02293,Raw milk of camel,,USD
2355,478,Mauritania,02211,Raw milk of cattle,120052718.8646,USD
2356,478,Mauritania,02292,Raw milk of goats,254262500.38150004,USD
2357,478,Mauritania,02291,Raw milk of sheep,211504531.89666668,USD
2358,478,Mauritania,21514,"Sheep fat, unrendered",,USD
2359,480,Mauritius,21512,"Cattle fat, unrendered",,USD
2360,480,Mauritius,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2361,480,Mauritius,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2362,480,Mauritius,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
2363,480,Mauritius,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
2364,480,Mauritius,21511.01,Fat of pigs,,USD
2365,480,Mauritius,21170.02,"Game meat, fresh, chilled or frozen",,USD
2366,480,Mauritius,21515,"Goat fat, unrendered",,USD
2367,480,Mauritius,0231,"Hen eggs in shell, fresh",36269912.400000006,USD
2368,480,Mauritius,21111.01,"Meat of cattle with the bone, fresh or chilled",10851470.475,USD
2369,480,Mauritius,21121,"Meat of chickens, fresh or chilled",159173033.07692307,USD
2370,480,Mauritius,21122,"Meat of ducks, fresh or chilled",89925.784,USD
2371,480,Mauritius,21123,"Meat of geese, fresh or chilled",,USD
2372,480,Mauritius,21116,"Meat of goat, fresh or chilled",127354.85714285713,USD
2373,480,Mauritius,21113.01,"Meat of pig with the bone, fresh or chilled",2150308.05,USD
2374,480,Mauritius,21114,"Meat of rabbits and hares, fresh or chilled",,USD
2375,480,Mauritius,21115,"Meat of sheep, fresh or chilled",278963.7781,USD
2376,480,Mauritius,21124,"Meat of turkeys, fresh or chilled",,USD
2377,480,Mauritius,02951.01,Raw hides and skins of cattle,,USD
2378,480,Mauritius,02954,Raw hides and skins of goats or kids,,USD
2379,480,Mauritius,02953,Raw hides and skins of sheep or lambs,,USD
2380,480,Mauritius,02211,Raw milk of cattle,1098116.048,USD
2381,480,Mauritius,21514,"Sheep fat, unrendered",,USD
2382,484,Mexico,02960.01,Beeswax,,USD
2383,484,Mexico,21512,"Cattle fat, unrendered",,USD
2384,484,Mexico,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2385,484,Mexico,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2386,484,Mexico,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
2387,484,Mexico,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
2388,484,Mexico,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
2389,484,Mexico,21511.01,Fat of pigs,,USD
2390,484,Mexico,21515,"Goat fat, unrendered",,USD
2391,484,Mexico,0231,"Hen eggs in shell, fresh",6902185045.84788,USD
2392,484,Mexico,21118.01,"Horse meat, fresh or chilled",357403922.59999996,USD
2393,484,Mexico,21111.01,"Meat of cattle with the bone, fresh or chilled",11399423152.832249,USD
2394,484,Mexico,21121,"Meat of chickens, fresh or chilled",10807006729.11323,USD
2395,484,Mexico,21116,"Meat of goat, fresh or chilled",259966731.75628567,USD
2396,484,Mexico,21113.01,"Meat of pig with the bone, fresh or chilled",6381034970.5395,USD
2397,484,Mexico,21114,"Meat of rabbits and hares, fresh or chilled",,USD
2398,484,Mexico,21115,"Meat of sheep, fresh or chilled",434359262.12209994,USD
2399,484,Mexico,21124,"Meat of turkeys, fresh or chilled",,USD
2400,484,Mexico,02910,Natural honey,,USD
2401,484,Mexico,02951.01,Raw hides and skins of cattle,,USD
2402,484,Mexico,02954,Raw hides and skins of goats or kids,,USD
2403,484,Mexico,02953,Raw hides and skins of sheep or lambs,,USD
2404,484,Mexico,02211,Raw milk of cattle,6643823091.792001,USD
2405,484,Mexico,02292,Raw milk of goats,92081424.60000001,USD
2406,484,Mexico,02291,Raw milk of sheep,42167609.93071428,USD
2407,484,Mexico,21514,"Sheep fat, unrendered",,USD
2408,484,Mexico,02941,"Shorn wool, greasy, including fleece-washed shorn wool",3460176.8400000003,USD
2409,583,Micronesia (Federated States of),21512,"Cattle fat, unrendered",,USD
2410,583,Micronesia (Federated States of),21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2411,583,Micronesia (Federated States of),21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2412,583,Micronesia (Federated States of),21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
2413,583,Micronesia (Federated States of),21511.01,Fat of pigs,,USD
2414,583,Micronesia (Federated States of),21515,"Goat fat, unrendered",,USD
2415,583,Micronesia (Federated States of),0231,"Hen eggs in shell, fresh",438134.9,USD
2416,583,Micronesia (Federated States of),21111.01,"Meat of cattle with the bone, fresh or chilled",1743623.391,USD
2417,583,Micronesia (Federated States of),21121,"Meat of chickens, fresh or chilled",613970.4480000001,USD
2418,583,Micronesia (Federated States of),21122,"Meat of ducks, fresh or chilled",0.0,USD
2419,583,Micronesia (Federated States of),21116,"Meat of goat, fresh or chilled",68504.885,USD
2420,583,Micronesia (Federated States of),21113.01,"Meat of pig with the bone, fresh or chilled",3621128.8338,USD
2421,583,Micronesia (Federated States of),02951.01,Raw hides and skins of cattle,,USD
2422,583,Micronesia (Federated States of),02954,Raw hides and skins of goats or kids,,USD
2423,496,Mongolia,21512,"Cattle fat, unrendered",,USD
2424,496,Mongolia,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
2425,496,Mongolia,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
2426,496,Mongolia,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
2427,496,Mongolia,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
2428,496,Mongolia,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",,USD
