Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""01921.01"",""Seed cotton, unginned"",""2022"",""2022"",""kg/ha"",""2121.5"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""01444"",""Sesame seed"",""2022"",""2022"",""kg/ha"",""490.2"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""0114"",""Sorghum"",""2022"",""2022"",""kg/ha"",""1181.7"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""01344.01"",""Sour cherries"",""2022"",""2022"",""kg/ha"",""1304.5"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""0141"",""Soya beans"",""2022"",""2022"",""kg/ha"",""2267.3"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""01354"",""Strawberries"",""2022"",""2022"",""kg/ha"",""6214.9"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""01802"",""Sugar cane"",""2022"",""2022"",""kg/ha"",""53424.1"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""01445"",""Sunflower seed"",""2022"",""2022"",""kg/ha"",""1320"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""01530"",""Sweet potatoes"",""2022"",""2022"",""kg/ha"",""4205.9"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""01324"",""Tangerines, mandarins, clementines"",""2022"",""2022"",""kg/ha"",""8635.9"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""01620"",""Tea leaves"",""2022"",""2022"",""kg/ha"",""4347.9"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""01234"",""Tomatoes"",""2022"",""2022"",""kg/ha"",""16304"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""01970"",""Unmanufactured tobacco"",""2022"",""2022"",""kg/ha"",""1008.7"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""01221"",""Watermelons"",""2022"",""2022"",""kg/ha"",""13592.7"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""068"",""Bolivia (Plurinational State of)"",""5412"",""Yield"",""0111"",""Wheat"",""2022"",""2022"",""kg/ha"",""1445.5"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01371"",""Almonds, in shell"",""2022"",""2022"",""kg/ha"",""2000"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01654"",""Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw"",""2022"",""2022"",""kg/ha"",""1094.5"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01341"",""Apples"",""2022"",""2022"",""kg/ha"",""14390"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01343"",""Apricots"",""2022"",""2022"",""kg/ha"",""9779.1"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01311"",""Avocados"",""2022"",""2022"",""kg/ha"",""3406"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""0115"",""Barley"",""2022"",""2022"",""kg/ha"",""4270"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01701"",""Beans, dry"",""2022"",""2022"",""kg/ha"",""1900"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01192"",""Buckwheat"",""2022"",""2022"",""kg/ha"",""629.6"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01212"",""Cabbages"",""2022"",""2022"",""kg/ha"",""25000"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01251"",""Carrots and turnips"",""2022"",""2022"",""kg/ha"",""9599.5"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01344.02"",""Cherries"",""2022"",""2022"",""kg/ha"",""7280.1"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01373"",""Chestnuts, in shell"",""2022"",""2022"",""kg/ha"",""1126.9"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01703"",""Chick peas, dry"",""2022"",""2022"",""kg/ha"",""3187.1"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01691"",""Chicory roots"",""2022"",""2022"",""kg/ha"",""24585.8"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01652"",""Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw"",""2022"",""2022"",""kg/ha"",""8641.6"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01231"",""Chillies and peppers, green (Capsicum spp. and Pimenta spp.)"",""2022"",""2022"",""kg/ha"",""13000"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01706"",""Cow peas, dry"",""2022"",""2022"",""kg/ha"",""1086"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01232"",""Cucumbers and gherkins"",""2022"",""2022"",""kg/ha"",""21000"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01315"",""Figs"",""2022"",""2022"",""kg/ha"",""9800.4"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01330"",""Grapes"",""2022"",""2022"",""kg/ha"",""7997.6"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01290.01"",""Green corn (maize)"",""2022"",""2022"",""kg/ha"",""6101.2"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01252"",""Green garlic"",""2022"",""2022"",""kg/ha"",""7000"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5410"",""Yield"",""0231"",""Hen eggs in shell, fresh"",""2022"",""2022"",""100 mg/An"",""70642"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5413"",""Yield"",""0231"",""Hen eggs in shell, fresh"",""2022"",""2022"",""No/An"",""212"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5417"",""Yield/Carcass Weight"",""21118.01"",""Horse meat, fresh or chilled"",""2022"",""2022"",""100 g/An"",""2857"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01322"",""Lemons and limes"",""2022"",""2022"",""kg/ha"",""15000"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01214"",""Lettuce and chicory"",""2022"",""2022"",""kg/ha"",""5200.8"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""0112"",""Maize (corn)"",""2022"",""2022"",""kg/ha"",""8540"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5417"",""Yield/Carcass Weight"",""21111.01"",""Meat of cattle with the bone, fresh or chilled"",""2022"",""2022"",""100 g/An"",""2468"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5424"",""Yield/Carcass Weight"",""21121"",""Meat of chickens, fresh or chilled"",""2022"",""2022"",""0.1 g/An"",""15391"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5417"",""Yield/Carcass Weight"",""21113.01"",""Meat of pig with the bone, fresh or chilled"",""2022"",""2022"",""100 g/An"",""762"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5417"",""Yield/Carcass Weight"",""21115"",""Meat of sheep, fresh or chilled"",""2022"",""2022"",""100 g/An"",""165"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5424"",""Yield/Carcass Weight"",""21124"",""Meat of turkeys, fresh or chilled"",""2022"",""2022"",""0.1 g/An"",""90455"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""0117"",""Oats"",""2022"",""2022"",""kg/ha"",""4000"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01450"",""Olives"",""2022"",""2022"",""kg/ha"",""3848.1"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01253.02"",""Onions and shallots, dry (excluding dehydrated)"",""2022"",""2022"",""kg/ha"",""10350"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01323"",""Oranges"",""2022"",""2022"",""kg/ha"",""501"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01241.90"",""Other beans, green"",""2022"",""2022"",""kg/ha"",""4189.7"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01355.90"",""Other berries and fruits of the genus vaccinium n.e.c."",""2022"",""2022"",""kg/ha"",""7201.4"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01359.90"",""Other fruits, n.e.c."",""2022"",""2022"",""kg/ha"",""2590.1"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01290.90"",""Other vegetables, fresh n.e.c."",""2022"",""2022"",""kg/ha"",""4705"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01345"",""Peaches and nectarines"",""2022"",""2022"",""kg/ha"",""15000"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01342.01"",""Pears"",""2022"",""2022"",""kg/ha"",""8959.9"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01705"",""Peas, dry"",""2022"",""2022"",""kg/ha"",""1510.3"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01346"",""Plums and sloes"",""2022"",""2022"",""kg/ha"",""8230"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01510"",""Potatoes"",""2022"",""2022"",""kg/ha"",""16500"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01342.02"",""Quinces"",""2022"",""2022"",""kg/ha"",""12399.6"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01443"",""Rape or colza seed"",""2022"",""2022"",""kg/ha"",""2349.9"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01353.01"",""Raspberries"",""2022"",""2022"",""kg/ha"",""7500.3"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5420"",""Yield"",""02951.01"",""Raw hides and skins of cattle"",""2022"",""2022"",""100 g/An"",""453"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5420"",""Yield"",""02953"",""Raw hides and skins of sheep or lambs"",""2022"",""2022"",""100 g/An"",""31"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5420"",""Yield"",""02211"",""Raw milk of cattle"",""2022"",""2022"",""100 g/An"",""36832"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5420"",""Yield"",""02291"",""Raw milk of sheep"",""2022"",""2022"",""100 g/An"",""602"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""0116"",""Rye"",""2022"",""2022"",""kg/ha"",""3300"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01344.01"",""Sour cherries"",""2022"",""2022"",""kg/ha"",""8200.2"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""0141"",""Soya beans"",""2022"",""2022"",""kg/ha"",""3000"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01354"",""Strawberries"",""2022"",""2022"",""kg/ha"",""8000"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01801"",""Sugar beet"",""2022"",""2022"",""kg/ha"",""19151.8"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01445"",""Sunflower seed"",""2022"",""2022"",""kg/ha"",""2070.3"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01324"",""Tangerines, mandarins, clementines"",""2022"",""2022"",""kg/ha"",""19411.8"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01234"",""Tomatoes"",""2022"",""2022"",""kg/ha"",""16500.2"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01191"",""Triticale"",""2022"",""2022"",""kg/ha"",""4140.1"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01970"",""Unmanufactured tobacco"",""2022"",""2022"",""kg/ha"",""1802.3"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01709.01"",""Vetches"",""2022"",""2022"",""kg/ha"",""4500"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01376"",""Walnuts, in shell"",""2022"",""2022"",""kg/ha"",""12000"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""01221"",""Watermelons"",""2022"",""2022"",""kg/ha"",""33501.5"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""070"",""Bosnia and Herzegovina"",""5412"",""Yield"",""0111"",""Wheat"",""2022"",""2022"",""kg/ha"",""5460"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01212"",""Cabbages"",""2022"",""2022"",""kg/ha"",""27609.3"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01251"",""Carrots and turnips"",""2022"",""2022"",""kg/ha"",""48836.6"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01199.90"",""Cereals n.e.c."",""2022"",""2022"",""kg/ha"",""1199.3"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01599.10"",""Edible roots and tubers with high starch or inulin content, n.e.c., fresh"",""2022"",""2022"",""kg/ha"",""13263.6"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""0142"",""Groundnuts, excluding shelled"",""2022"",""2022"",""kg/ha"",""243.7"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5410"",""Yield"",""0231"",""Hen eggs in shell, fresh"",""2022"",""2022"",""100 mg/An"",""50984"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5413"",""Yield"",""0231"",""Hen eggs in shell, fresh"",""2022"",""2022"",""No/An"",""106"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""0112"",""Maize (corn)"",""2022"",""2022"",""kg/ha"",""438.4"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5417"",""Yield/Carcass Weight"",""21111.01"",""Meat of cattle with the bone, fresh or chilled"",""2022"",""2022"",""100 g/An"",""2196"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5424"",""Yield/Carcass Weight"",""21121"",""Meat of chickens, fresh or chilled"",""2022"",""2022"",""0.1 g/An"",""6257"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5417"",""Yield/Carcass Weight"",""21116"",""Meat of goat, fresh or chilled"",""2022"",""2022"",""100 g/An"",""120"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5417"",""Yield/Carcass Weight"",""21113.01"",""Meat of pig with the bone, fresh or chilled"",""2022"",""2022"",""100 g/An"",""304"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5424"",""Yield/Carcass Weight"",""21114"",""Meat of rabbits and hares, fresh or chilled"",""2022"",""2022"",""0.1 g/An"",""18000"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5417"",""Yield/Carcass Weight"",""21115"",""Meat of sheep, fresh or chilled"",""2022"",""2022"",""100 g/An"",""140"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""0118"",""Millet"",""2022"",""2022"",""kg/ha"",""205.2"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01253.02"",""Onions and shallots, dry (excluding dehydrated)"",""2022"",""2022"",""kg/ha"",""28607.3"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01323"",""Oranges"",""2022"",""2022"",""kg/ha"",""17594.3"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01359.90"",""Other fruits, n.e.c."",""2022"",""2022"",""kg/ha"",""2821.8"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01709.90"",""Other pulses n.e.c."",""2022"",""2022"",""kg/ha"",""480.5"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01290.90"",""Other vegetables, fresh n.e.c."",""2022"",""2022"",""kg/ha"",""12663.3"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01510"",""Potatoes"",""2022"",""2022"",""kg/ha"",""2882.8"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5420"",""Yield"",""02951.01"",""Raw hides and skins of cattle"",""2022"",""2022"",""100 g/An"",""300"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5420"",""Yield"",""02954"",""Raw hides and skins of goats or kids"",""2022"",""2022"",""100 g/An"",""20"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5420"",""Yield"",""02953"",""Raw hides and skins of sheep or lambs"",""2022"",""2022"",""100 g/An"",""22"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5420"",""Yield"",""02211"",""Raw milk of cattle"",""2022"",""2022"",""100 g/An"",""62791"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5420"",""Yield"",""02292"",""Raw milk of goats"",""2022"",""2022"",""100 g/An"",""1180"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01921.01"",""Seed cotton, unginned"",""2022"",""2022"",""kg/ha"",""1921.7"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""0114"",""Sorghum"",""2022"",""2022"",""kg/ha"",""380.1"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01215"",""Spinach"",""2022"",""2022"",""kg/ha"",""9135.1"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01445"",""Sunflower seed"",""2022"",""2022"",""kg/ha"",""199.4"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01530"",""Sweet potatoes"",""2022"",""2022"",""kg/ha"",""27876.7"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01234"",""Tomatoes"",""2022"",""2022"",""kg/ha"",""36546.4"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""01221"",""Watermelons"",""2022"",""2022"",""kg/ha"",""119903.1"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""072"",""Botswana"",""5412"",""Yield"",""0111"",""Wheat"",""2022"",""2022"",""kg/ha"",""2200"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01341"",""Apples"",""2022"",""2022"",""kg/ha"",""31437.6"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01311"",""Avocados"",""2022"",""2022"",""kg/ha"",""17494.3"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01312"",""Bananas"",""2022"",""2022"",""kg/ha"",""15100"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""0115"",""Barley"",""2022"",""2022"",""kg/ha"",""4028.3"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01701"",""Beans, dry"",""2022"",""2022"",""kg/ha"",""1090.1"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01702"",""Broad beans and horse beans, dry"",""2022"",""2022"",""kg/ha"",""339"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01192"",""Buckwheat"",""2022"",""2022"",""kg/ha"",""1356.9"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01229"",""Cantaloupes and other melons"",""2022"",""2022"",""kg/ha"",""25480.7"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01372"",""Cashew nuts, in shell"",""2022"",""2022"",""kg/ha"",""346.5"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01359.02"",""Cashewapple"",""2022"",""2022"",""kg/ha"",""2539"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01520.01"",""Cassava, fresh"",""2022"",""2022"",""kg/ha"",""15026.5"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01447"",""Castor oil seeds"",""2022"",""2022"",""kg/ha"",""871.9"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01640"",""Cocoa beans"",""2022"",""2022"",""kg/ha"",""499.4"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01460"",""Coconuts, in shell"",""2022"",""2022"",""kg/ha"",""14480.5"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01610"",""Coffee, green"",""2022"",""2022"",""kg/ha"",""1702.5"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5410"",""Yield"",""0232"",""Eggs from other birds in shell, fresh, n.e.c."",""2022"",""2022"",""100 mg/An"",""28091"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5413"",""Yield"",""0232"",""Eggs from other birds in shell, fresh, n.e.c."",""2022"",""2022"",""No/An"",""250"",""E"",""Estimated value"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01315"",""Figs"",""2022"",""2022"",""kg/ha"",""8557.3"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01330"",""Grapes"",""2022"",""2022"",""kg/ha"",""19395.9"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""01252"",""Green garlic"",""2022"",""2022"",""kg/ha"",""13627.6"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5412"",""Yield"",""0142"",""Groundnuts, excluding shelled"",""2022"",""2022"",""kg/ha"",""3848.2"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5410"",""Yield"",""0231"",""Hen eggs in shell, fresh"",""2022"",""2022"",""100 mg/An"",""129047"",""A"",""Official figure"","""""
"QCL,""Crops and livestock products"",""076"",""Brazil"",""5413"",""Yield"",""0231"",""Hen eggs in shell, fresh"",""2022"",""2022"",""No/An"",""226"",""A"",""Official figure"","""""
