,Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note,Country Group
3633,QCL,Crops and livestock products,706,Somalia,5510,Production,21511.01,Fat of pigs,2022,2022,t,10.15,I,Imputed value,,Low income economies
3634,QCL,Crops and livestock products,706,Somalia,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,611.93,I,Imputed value,,Low income economies
3635,QCL,Crops and livestock products,706,Somalia,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,2704.36,I,Imputed value,,Low income economies
3637,QCL,Crops and livestock products,706,Somalia,5510,Production,21117.01,"Meat of camels, fresh or chilled",2022,2022,t,49559.07,I,Imputed value,,Low income economies
3638,QCL,Crops and livestock products,706,Somalia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,53700.69,I,Imputed value,,Low income economies
3639,QCL,Crops and livestock products,706,Somalia,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,4018.26,I,Imputed value,,Low income economies
3640,QCL,Crops and livestock products,706,Somalia,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,38245.76,I,Imputed value,,Low income economies
3641,QCL,Crops and livestock products,706,Somalia,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,101.54,I,Imputed value,,Low income economies
3642,QCL,Crops and livestock products,706,Somalia,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,40074.98,I,Imputed value,,Low income economies
3643,QCL,Crops and livestock products,706,Somalia,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,9940.34,I,Imputed value,,Low income economies
3644,QCL,Crops and livestock products,706,Somalia,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,5889.85,I,Imputed value,,Low income economies
3645,QCL,Crops and livestock products,706,Somalia,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,7694.4,I,Imputed value,,Low income economies
3646,QCL,Crops and livestock products,706,Somalia,5510,Production,02293,Raw milk of camel,2022,2022,t,987842.88,I,Imputed value,,Low income economies
3647,QCL,Crops and livestock products,706,Somalia,5510,Production,02211,Raw milk of cattle,2022,2022,t,436701.65,I,Imputed value,,Low income economies
3648,QCL,Crops and livestock products,706,Somalia,5510,Production,02292,Raw milk of goats,2022,2022,t,369617.38,I,Imputed value,,Low income economies
3649,QCL,Crops and livestock products,706,Somalia,5510,Production,02291,Raw milk of sheep,2022,2022,t,362991.6,I,Imputed value,,Low income economies
3650,QCL,Crops and livestock products,706,Somalia,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,1202.25,I,Imputed value,,Low income economies
3651,QCL,Crops and livestock products,710,South Africa,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,32997.93,I,Imputed value,,Upper-middle-income economies
3652,QCL,Crops and livestock products,710,South Africa,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,293314.91,I,Imputed value,,Upper-middle-income economies
3653,QCL,Crops and livestock products,710,South Africa,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,4166.18,I,Imputed value,,Upper-middle-income economies
3654,QCL,Crops and livestock products,710,South Africa,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,21278.63,I,Imputed value,,Upper-middle-income economies
3655,QCL,Crops and livestock products,710,South Africa,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,51693.88,I,Imputed value,,Upper-middle-income economies
3656,QCL,Crops and livestock products,710,South Africa,5510,Production,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",2022,2022,t,123.18,I,Imputed value,,Upper-middle-income economies
3657,QCL,Crops and livestock products,710,South Africa,5510,Production,21511.01,Fat of pigs,2022,2022,t,925.16,I,Imputed value,,Upper-middle-income economies
3658,QCL,Crops and livestock products,710,South Africa,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2022,2022,t,53880.18,E,Estimated value,,Upper-middle-income economies
3659,QCL,Crops and livestock products,710,South Africa,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,175.42,I,Imputed value,,Upper-middle-income economies
3660,QCL,Crops and livestock products,710,South Africa,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,562000.0,A,Official figure,,Upper-middle-income economies
3662,QCL,Crops and livestock products,710,South Africa,5510,Production,21118.01,"Horse meat, fresh or chilled",2022,2022,t,1346.43,I,Imputed value,,Upper-middle-income economies
3663,QCL,Crops and livestock products,710,South Africa,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,1008270.0,A,Official figure,,Upper-middle-income economies
3664,QCL,Crops and livestock products,710,South Africa,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,1951000.0,A,Official figure,,Upper-middle-income economies
3665,QCL,Crops and livestock products,710,South Africa,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,1216.27,I,Imputed value,,Upper-middle-income economies
3666,QCL,Crops and livestock products,710,South Africa,5510,Production,21123,"Meat of geese, fresh or chilled",2022,2022,t,509.09,I,Imputed value,,Upper-middle-income economies
3667,QCL,Crops and livestock products,710,South Africa,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,12060.0,A,Official figure,,Upper-middle-income economies
3668,QCL,Crops and livestock products,710,South Africa,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,351560.0,A,Official figure,,Upper-middle-income economies
3669,QCL,Crops and livestock products,710,South Africa,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,149000.0,A,Official figure,,Upper-middle-income economies
3670,QCL,Crops and livestock products,710,South Africa,5510,Production,21124,"Meat of turkeys, fresh or chilled",2022,2022,t,5618.76,I,Imputed value,,Upper-middle-income economies
3671,QCL,Crops and livestock products,710,South Africa,5510,Production,02910,Natural honey,2022,2022,t,1083.47,I,Imputed value,,Upper-middle-income economies
3672,QCL,Crops and livestock products,710,South Africa,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,126492.05,I,Imputed value,,Upper-middle-income economies
3673,QCL,Crops and livestock products,710,South Africa,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,1052.51,I,Imputed value,,Upper-middle-income economies
3674,QCL,Crops and livestock products,710,South Africa,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,21589.8,I,Imputed value,,Upper-middle-income economies
3675,QCL,Crops and livestock products,710,South Africa,5510,Production,02211,Raw milk of cattle,2022,2022,t,3771000.0,A,Official figure,,Upper-middle-income economies
3676,QCL,Crops and livestock products,710,South Africa,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,2128.57,I,Imputed value,,Upper-middle-income economies
3677,QCL,Crops and livestock products,710,South Africa,5510,Production,02941,"Shorn wool, greasy, including fleece-washed shorn wool",2022,2022,t,45062.62,I,Imputed value,,Upper-middle-income economies
3678,QCL,Crops and livestock products,728,South Sudan,5510,Production,02960.01,Beeswax,2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Low income economies
3679,QCL,Crops and livestock products,728,South Sudan,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,2470.63,I,Imputed value,,Low income economies
3680,QCL,Crops and livestock products,728,South Sudan,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,22784.67,I,Imputed value,,Low income economies
3681,QCL,Crops and livestock products,728,South Sudan,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,5526.05,I,Imputed value,,Low income economies
3682,QCL,Crops and livestock products,728,South Sudan,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,3305.72,I,Imputed value,,Low income economies
3683,QCL,Crops and livestock products,728,South Sudan,5510,Production,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",2022,2022,t,0.0,I,Imputed value,,Low income economies
3684,QCL,Crops and livestock products,728,South Sudan,5510,Production,21519.02,Fat of camels,2022,2022,t,0.0,I,Imputed value,,Low income economies
3685,QCL,Crops and livestock products,728,South Sudan,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2022,2022,t,10076.36,I,Imputed value,,Low income economies
3686,QCL,Crops and livestock products,728,South Sudan,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,1116.97,I,Imputed value,,Low income economies
3687,QCL,Crops and livestock products,728,South Sudan,5510,Production,21117.01,"Meat of camels, fresh or chilled",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Low income economies
3688,QCL,Crops and livestock products,728,South Sudan,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,137257.07,I,Imputed value,,Low income economies
3689,QCL,Crops and livestock products,728,South Sudan,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,52058.64,E,Estimated value,,Low income economies
3690,QCL,Crops and livestock products,728,South Sudan,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Low income economies
3691,QCL,Crops and livestock products,728,South Sudan,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,28629.64,E,Estimated value,,Low income economies
3692,QCL,Crops and livestock products,728,South Sudan,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,18162.9,E,Estimated value,,Low income economies
3693,QCL,Crops and livestock products,728,South Sudan,5510,Production,02910,Natural honey,2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Low income economies
3694,QCL,Crops and livestock products,728,South Sudan,5510,Production,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Low income economies
3695,QCL,Crops and livestock products,728,South Sudan,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,26627.87,I,Imputed value,,Low income economies
3696,QCL,Crops and livestock products,728,South Sudan,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,5526.05,I,Imputed value,,Low income economies
3697,QCL,Crops and livestock products,728,South Sudan,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,3565.72,I,Imputed value,,Low income economies
3698,QCL,Crops and livestock products,728,South Sudan,5510,Production,02211,Raw milk of cattle,2022,2022,t,2796067.17,I,Imputed value,,Low income economies
3699,QCL,Crops and livestock products,728,South Sudan,5510,Production,02292,Raw milk of goats,2022,2022,t,517757.14,I,Imputed value,,Low income economies
3700,QCL,Crops and livestock products,728,South Sudan,5510,Production,02291,Raw milk of sheep,2022,2022,t,135488.89,I,Imputed value,,Low income economies
3701,QCL,Crops and livestock products,728,South Sudan,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,891.43,I,Imputed value,,Low income economies
3702,QCL,Crops and livestock products,728,South Sudan,5510,Production,02941,"Shorn wool, greasy, including fleece-washed shorn wool",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Low income economies
3704,QCL,Crops and livestock products,724,Spain,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,731530.0,A,Official figure,,High-income economies
3705,QCL,Crops and livestock products,724,Spain,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,1349990.0,A,Official figure,,High-income economies
3706,QCL,Crops and livestock products,724,Spain,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,3170.0,A,Official figure,,High-income economies
3707,QCL,Crops and livestock products,724,Spain,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,11070.0,A,Official figure,,High-income economies
3708,QCL,Crops and livestock products,724,Spain,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,5066350.0,A,Official figure,,High-income economies
3709,QCL,Crops and livestock products,724,Spain,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,119150.0,A,Official figure,,High-income economies
3710,QCL,Crops and livestock products,724,Spain,5510,Production,21124,"Meat of turkeys, fresh or chilled",2022,2022,t,231590.0,A,Official figure,,High-income economies
3711,QCL,Crops and livestock products,724,Spain,5510,Production,02211,Raw milk of cattle,2022,2022,t,7454970.0,A,Official figure,,High-income economies
3712,QCL,Crops and livestock products,724,Spain,5510,Production,02292,Raw milk of goats,2022,2022,t,482080.0,A,Official figure,,High-income economies
3713,QCL,Crops and livestock products,724,Spain,5510,Production,02291,Raw milk of sheep,2022,2022,t,545950.0,A,Official figure,,High-income economies
3714,QCL,Crops and livestock products,144,Sri Lanka,5510,Production,21513,"Buffalo fat, unrendered",2022,2022,t,331.6,I,Imputed value,,Lower-middle-income economies
3715,QCL,Crops and livestock products,144,Sri Lanka,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,695.88,I,Imputed value,,Lower-middle-income economies
3716,QCL,Crops and livestock products,144,Sri Lanka,5510,Production,21152,"Edible offal of buffalo, fresh, chilled or frozen",2022,2022,t,2155.4,I,Imputed value,,Lower-middle-income economies
3717,QCL,Crops and livestock products,144,Sri Lanka,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,3556.72,I,Imputed value,,Lower-middle-income economies
3718,QCL,Crops and livestock products,144,Sri Lanka,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,202.18,I,Imputed value,,Lower-middle-income economies
3719,QCL,Crops and livestock products,144,Sri Lanka,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,47.6,I,Imputed value,,Lower-middle-income economies
3720,QCL,Crops and livestock products,144,Sri Lanka,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,8.41,I,Imputed value,,Lower-middle-income economies
3721,QCL,Crops and livestock products,144,Sri Lanka,5510,Production,0232,"Eggs from other birds in shell, fresh, n.e.c.",2022,2022,t,45.0,E,Estimated value,,Lower-middle-income economies
