,Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note,Country Group
2714,QCL,Crops and livestock products,520,Nauru,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,6.31,I,Imputed value,,High-income economies
2715,QCL,Crops and livestock products,520,Nauru,5510,Production,21511.01,Fat of pigs,2022,2022,t,4.96,I,Imputed value,,High-income economies
2716,QCL,Crops and livestock products,520,Nauru,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,8.91,E,Estimated value,,High-income economies
2718,QCL,Crops and livestock products,520,Nauru,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,4.02,I,Imputed value,,High-income economies
2719,QCL,Crops and livestock products,520,Nauru,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,74.42,I,Imputed value,,High-income economies
2720,QCL,Crops and livestock products,524,Nepal,5510,Production,21513,"Buffalo fat, unrendered",2022,2022,t,3881.8,I,Imputed value,,Lower-middle-income economies
2721,QCL,Crops and livestock products,524,Nepal,5510,Production,21152,"Edible offal of buffalo, fresh, chilled or frozen",2022,2022,t,38818.0,I,Imputed value,,Lower-middle-income economies
2722,QCL,Crops and livestock products,524,Nepal,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,26726.76,I,Imputed value,,Lower-middle-income economies
2723,QCL,Crops and livestock products,524,Nepal,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,10817.7,I,Imputed value,,Lower-middle-income economies
2724,QCL,Crops and livestock products,524,Nepal,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,1036.8,I,Imputed value,,Lower-middle-income economies
2725,QCL,Crops and livestock products,524,Nepal,5510,Production,0232,"Eggs from other birds in shell, fresh, n.e.c.",2022,2022,t,1671.0,X,Figure from international organizations,Unofficial figure,Lower-middle-income economies
2727,QCL,Crops and livestock products,524,Nepal,5510,Production,21511.01,Fat of pigs,2022,2022,t,721.18,I,Imputed value,,Lower-middle-income economies
2728,QCL,Crops and livestock products,524,Nepal,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,2969.64,I,Imputed value,,Lower-middle-income economies
2729,QCL,Crops and livestock products,524,Nepal,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,65319.0,E,Estimated value,,Lower-middle-income economies
2731,QCL,Crops and livestock products,524,Nepal,5510,Production,21112,"Meat of buffalo, fresh or chilled",2022,2022,t,194090.0,A,Official figure,,Lower-middle-income economies
2732,QCL,Crops and livestock products,524,Nepal,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,204923.0,A,Official figure,,Lower-middle-income economies
2733,QCL,Crops and livestock products,524,Nepal,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,596.0,A,Official figure,,Lower-middle-income economies
2734,QCL,Crops and livestock products,524,Nepal,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,74241.0,A,Official figure,,Lower-middle-income economies
2735,QCL,Crops and livestock products,524,Nepal,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,36059.0,A,Official figure,,Lower-middle-income economies
2736,QCL,Crops and livestock products,524,Nepal,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,2880.0,A,Official figure,,Lower-middle-income economies
2737,QCL,Crops and livestock products,524,Nepal,5510,Production,02910,Natural honey,2022,2022,t,5168.0,A,Official figure,,Lower-middle-income economies
2738,QCL,Crops and livestock products,524,Nepal,5510,Production,02951.03,Raw hides and skins of buffaloes,2022,2022,t,32607.12,I,Imputed value,,Lower-middle-income economies
2739,QCL,Crops and livestock products,524,Nepal,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,12324.01,I,Imputed value,,Lower-middle-income economies
2740,QCL,Crops and livestock products,524,Nepal,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,408.96,I,Imputed value,,Lower-middle-income economies
2741,QCL,Crops and livestock products,524,Nepal,5510,Production,02212,Raw milk of buffalo,2022,2022,t,1464802.0,A,Official figure,,Lower-middle-income economies
2742,QCL,Crops and livestock products,524,Nepal,5510,Production,02211,Raw milk of cattle,2022,2022,t,1101812.0,A,Official figure,,Lower-middle-income economies
2743,QCL,Crops and livestock products,524,Nepal,5510,Production,02292,Raw milk of goats,2022,2022,t,141617.67,I,Imputed value,,Lower-middle-income economies
2744,QCL,Crops and livestock products,524,Nepal,5510,Production,02291,Raw milk of sheep,2022,2022,t,17402.84,I,Imputed value,,Lower-middle-income economies
2745,QCL,Crops and livestock products,524,Nepal,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,86.4,I,Imputed value,,Lower-middle-income economies
2746,QCL,Crops and livestock products,524,Nepal,5510,Production,02941,"Shorn wool, greasy, including fleece-washed shorn wool",2022,2022,t,567.0,A,Official figure,,Lower-middle-income economies
2747,QCL,Crops and livestock products,524,Nepal,5510,Production,02944,Silk-worm cocoons suitable for reeling,2022,2022,t,41.0,A,Official figure,,Lower-middle-income economies
2748,QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,421510.0,A,Official figure,,High-income economies
2749,QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,863970.0,A,Official figure,,High-income economies
2750,QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,2660.0,A,Official figure,,High-income economies
2751,QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,1683580.0,A,Official figure,,High-income economies
2752,QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,15910.0,A,Official figure,,High-income economies
2753,QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5510,Production,21124,"Meat of turkeys, fresh or chilled",2022,2022,t,0.0,A,Official figure,,High-income economies
2754,QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5510,Production,02910,Natural honey,2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,High-income economies
2755,QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5510,Production,02211,Raw milk of cattle,2022,2022,t,14533740.0,A,Official figure,,High-income economies
2756,QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5510,Production,02292,Raw milk of goats,2022,2022,t,445220.0,A,Official figure,,High-income economies
2757,QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5510,Production,02291,Raw milk of sheep,2022,2022,t,0.0,A,Official figure,,High-income economies
2758,QCL,Crops and livestock products,540,New Caledonia,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,93.24,I,Imputed value,,High-income economies
2759,QCL,Crops and livestock products,540,New Caledonia,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,416.47,I,Imputed value,,High-income economies
2760,QCL,Crops and livestock products,540,New Caledonia,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,0.16,I,Imputed value,,High-income economies
2761,QCL,Crops and livestock products,540,New Caledonia,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,200.93,I,Imputed value,,High-income economies
2762,QCL,Crops and livestock products,540,New Caledonia,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,0.89,I,Imputed value,,High-income economies
2763,QCL,Crops and livestock products,540,New Caledonia,5510,Production,21511.01,Fat of pigs,2022,2022,t,96.45,I,Imputed value,,High-income economies
2764,QCL,Crops and livestock products,540,New Caledonia,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,0.02,I,Imputed value,,High-income economies
2765,QCL,Crops and livestock products,540,New Caledonia,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,2722.0,A,Official figure,,High-income economies
2767,QCL,Crops and livestock products,540,New Caledonia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,3108.0,A,Official figure,,High-income economies
2768,QCL,Crops and livestock products,540,New Caledonia,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,775.3,A,Official figure,,High-income economies
2769,QCL,Crops and livestock products,540,New Caledonia,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,0.81,A,Official figure,,High-income economies
2770,QCL,Crops and livestock products,540,New Caledonia,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,3014.0,A,Official figure,,High-income economies
2771,QCL,Crops and livestock products,540,New Caledonia,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,4.7,A,Official figure,,High-income economies
2772,QCL,Crops and livestock products,540,New Caledonia,5510,Production,02910,Natural honey,2022,2022,t,183.0,A,Official figure,,High-income economies
2773,QCL,Crops and livestock products,540,New Caledonia,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,372.96,I,Imputed value,,High-income economies
2774,QCL,Crops and livestock products,540,New Caledonia,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,0.14,I,Imputed value,,High-income economies
2775,QCL,Crops and livestock products,540,New Caledonia,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,0.74,I,Imputed value,,High-income economies
2776,QCL,Crops and livestock products,540,New Caledonia,5510,Production,02211,Raw milk of cattle,2022,2022,t,446.0,A,Official figure,,High-income economies
2777,QCL,Crops and livestock products,540,New Caledonia,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,0.24,I,Imputed value,,High-income economies
2778,QCL,Crops and livestock products,554,New Zealand,5510,Production,02960.01,Beeswax,2022,2022,t,294.02,I,Imputed value,,High-income economies
2779,QCL,Crops and livestock products,554,New Zealand,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,61148.78,I,Imputed value,,High-income economies
2780,QCL,Crops and livestock products,554,New Zealand,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,160151.57,I,Imputed value,,High-income economies
2781,QCL,Crops and livestock products,554,New Zealand,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,286.72,I,Imputed value,,High-income economies
2782,QCL,Crops and livestock products,554,New Zealand,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,2247.55,I,Imputed value,,High-income economies
2783,QCL,Crops and livestock products,554,New Zealand,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,54184.9,I,Imputed value,,High-income economies
2784,QCL,Crops and livestock products,554,New Zealand,5510,Production,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",2022,2022,t,0.0,I,Imputed value,,High-income economies
2785,QCL,Crops and livestock products,554,New Zealand,5510,Production,0232,"Eggs from other birds in shell, fresh, n.e.c.",2022,2022,t,1880.0,E,Estimated value,,High-income economies
2787,QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2022,2022,t,1623.23,I,Imputed value,,High-income economies
2788,QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2022,2022,t,18520.49,E,Estimated value,,High-income economies
2789,QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,143.36,I,Imputed value,,High-income economies
2790,QCL,Crops and livestock products,554,New Zealand,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,59140.59,E,Estimated value,,High-income economies
2792,QCL,Crops and livestock products,554,New Zealand,5510,Production,21118.01,"Horse meat, fresh or chilled",2022,2022,t,0.0,A,Official figure,,High-income economies
2793,QCL,Crops and livestock products,554,New Zealand,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,727961.69,A,Official figure,,High-income economies
2794,QCL,Crops and livestock products,554,New Zealand,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,218803.0,A,Official figure,,High-income economies
2795,QCL,Crops and livestock products,554,New Zealand,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,652.69,I,Imputed value,,High-income economies
2796,QCL,Crops and livestock products,554,New Zealand,5510,Production,21123,"Meat of geese, fresh or chilled",2022,2022,t,130.42,I,Imputed value,,High-income economies
2797,QCL,Crops and livestock products,554,New Zealand,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,1629.08,A,Official figure,,High-income economies
2798,QCL,Crops and livestock products,554,New Zealand,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,44951.0,A,Official figure,,High-income economies
2799,QCL,Crops and livestock products,554,New Zealand,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,436974.96,A,Official figure,,High-income economies
2800,QCL,Crops and livestock products,554,New Zealand,5510,Production,21124,"Meat of turkeys, fresh or chilled",2022,2022,t,1221.55,I,Imputed value,,High-income economies
2801,QCL,Crops and livestock products,554,New Zealand,5510,Production,02910,Natural honey,2022,2022,t,22000.0,A,Official figure,,High-income economies
2802,QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",2022,2022,t,5294.68,E,Estimated value,,High-income economies
2803,QCL,Crops and livestock products,554,New Zealand,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,74252.09,I,Imputed value,,High-income economies
2804,QCL,Crops and livestock products,554,New Zealand,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,286.72,I,Imputed value,,High-income economies
2805,QCL,Crops and livestock products,554,New Zealand,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,79529.44,I,Imputed value,,High-income economies
2806,QCL,Crops and livestock products,554,New Zealand,5510,Production,02211,Raw milk of cattle,2022,2022,t,21051000.0,A,Official figure,,High-income economies
2807,QCL,Crops and livestock products,554,New Zealand,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,27092.45,I,Imputed value,,High-income economies
2808,QCL,Crops and livestock products,554,New Zealand,5510,Production,02941,"Shorn wool, greasy, including fleece-washed shorn wool",2022,2022,t,126880.08,E,Estimated value,,High-income economies
2809,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,5252.43,I,Imputed value,,Lower-middle-income economies
2810,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,22863.52,I,Imputed value,,Lower-middle-income economies
2811,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,9.08,I,Imputed value,,Lower-middle-income economies
2812,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,675.53,I,Imputed value,,Lower-middle-income economies
2813,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,5.65,I,Imputed value,,Lower-middle-income economies
2814,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",2022,2022,t,418.99,I,Imputed value,,Lower-middle-income economies
2815,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21511.01,Fat of pigs,2022,2022,t,1013.29,I,Imputed value,,Lower-middle-income economies
2816,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,1.19,I,Imputed value,,Lower-middle-income economies
2817,QCL,Crops and livestock products,558,Nicaragua,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,38089.82,E,Estimated value,,Lower-middle-income economies
2819,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21118.01,"Horse meat, fresh or chilled",2022,2022,t,1904.52,I,Imputed value,,Lower-middle-income economies
2820,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,151393.56,A,Official figure,,Lower-middle-income economies
2821,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,154153.89,A,Official figure,,Lower-middle-income economies
2822,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,37.03,I,Imputed value,,Lower-middle-income economies
2823,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,14861.56,A,Official figure,,Lower-middle-income economies
2824,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,23.62,I,Imputed value,,Lower-middle-income economies
2825,QCL,Crops and livestock products,558,Nicaragua,5510,Production,02910,Natural honey,2022,2022,t,885.37,I,Imputed value,,Lower-middle-income economies
2826,QCL,Crops and livestock products,558,Nicaragua,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,23790.42,I,Imputed value,,Lower-middle-income economies
2827,QCL,Crops and livestock products,558,Nicaragua,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,6.99,I,Imputed value,,Lower-middle-income economies
2828,QCL,Crops and livestock products,558,Nicaragua,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,5.65,I,Imputed value,,Lower-middle-income economies
2829,QCL,Crops and livestock products,558,Nicaragua,5510,Production,02211,Raw milk of cattle,2022,2022,t,1436683.9,A,Official figure,,Lower-middle-income economies
2830,QCL,Crops and livestock products,558,Nicaragua,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,0.98,I,Imputed value,,Lower-middle-income economies
2831,QCL,Crops and livestock products,562,Niger,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,1909.44,I,Imputed value,,Low income economies
2832,QCL,Crops and livestock products,562,Niger,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,12729.61,I,Imputed value,,Low income economies
2833,QCL,Crops and livestock products,562,Niger,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,4846.97,I,Imputed value,,Low income economies
2834,QCL,Crops and livestock products,562,Niger,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,152.54,I,Imputed value,,Low income economies
2835,QCL,Crops and livestock products,562,Niger,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,2638.92,I,Imputed value,,Low income economies
2836,QCL,Crops and livestock products,562,Niger,5510,Production,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",2022,2022,t,2202.35,I,Imputed value,,Low income economies
2837,QCL,Crops and livestock products,562,Niger,5510,Production,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",2022,2022,t,72.56,I,Imputed value,,Low income economies
2838,QCL,Crops and livestock products,562,Niger,5510,Production,21519.02,Fat of camels,2022,2022,t,867.59,I,Imputed value,,Low income economies
2839,QCL,Crops and livestock products,562,Niger,5510,Production,21511.01,Fat of pigs,2022,2022,t,152.54,I,Imputed value,,Low income economies
2840,QCL,Crops and livestock products,562,Niger,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2022,2022,t,32586.87,E,Estimated value,,Low income economies
2841,QCL,Crops and livestock products,562,Niger,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,759.16,I,Imputed value,,Low income economies
2842,QCL,Crops and livestock products,562,Niger,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,10649.19,I,Imputed value,,Low income economies
2844,QCL,Crops and livestock products,562,Niger,5510,Production,21118.01,"Horse meat, fresh or chilled",2022,2022,t,855.82,E,Estimated value,,Low income economies
2845,QCL,Crops and livestock products,562,Niger,5510,Production,21118.02,"Meat of asses, fresh or chilled",2022,2022,t,12422.07,I,Imputed value,,Low income economies
2846,QCL,Crops and livestock products,562,Niger,5510,Production,21117.01,"Meat of camels, fresh or chilled",2022,2022,t,15349.74,I,Imputed value,,Low income economies
2847,QCL,Crops and livestock products,562,Niger,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,65239.25,I,Imputed value,,Low income economies
2848,QCL,Crops and livestock products,562,Niger,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,20204.05,I,Imputed value,,Low income economies
2849,QCL,Crops and livestock products,562,Niger,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Low income economies
2850,QCL,Crops and livestock products,562,Niger,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,29198.59,I,Imputed value,,Low income economies
2851,QCL,Crops and livestock products,562,Niger,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,1525.42,I,Imputed value,,Low income economies
2852,QCL,Crops and livestock products,562,Niger,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,19097.43,I,Imputed value,,Low income economies
2853,QCL,Crops and livestock products,562,Niger,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,11456.65,I,Imputed value,,Low income economies
2854,QCL,Crops and livestock products,562,Niger,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,4846.97,I,Imputed value,,Low income economies
2855,QCL,Crops and livestock products,562,Niger,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,2395.86,I,Imputed value,,Low income economies
2856,QCL,Crops and livestock products,562,Niger,5510,Production,02293,Raw milk of camel,2022,2022,t,106597.35,I,Imputed value,,Low income economies
2857,QCL,Crops and livestock products,562,Niger,5510,Production,02211,Raw milk of cattle,2022,2022,t,705668.83,I,Imputed value,,Low income economies
2858,QCL,Crops and livestock products,562,Niger,5510,Production,02292,Raw milk of goats,2022,2022,t,351960.97,I,Imputed value,,Low income economies
2859,QCL,Crops and livestock products,562,Niger,5510,Production,02291,Raw milk of sheep,2022,2022,t,148618.8,I,Imputed value,,Low income economies
2860,QCL,Crops and livestock products,562,Niger,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,347.23,I,Imputed value,,Low income economies
2861,QCL,Crops and livestock products,566,Nigeria,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,9389.35,I,Imputed value,,Lower-middle-income economies
2862,QCL,Crops and livestock products,566,Nigeria,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,49629.42,I,Imputed value,,Lower-middle-income economies
2863,QCL,Crops and livestock products,566,Nigeria,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,44455.58,I,Imputed value,,Lower-middle-income economies
2864,QCL,Crops and livestock products,566,Nigeria,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,16138.8,I,Imputed value,,Lower-middle-income economies
2865,QCL,Crops and livestock products,566,Nigeria,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,26869.84,I,Imputed value,,Lower-middle-income economies
2866,QCL,Crops and livestock products,566,Nigeria,5510,Production,21511.01,Fat of pigs,2022,2022,t,20173.51,I,Imputed value,,Lower-middle-income economies
2867,QCL,Crops and livestock products,566,Nigeria,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2022,2022,t,179467.2,I,Imputed value,,Lower-middle-income economies
2868,QCL,Crops and livestock products,566,Nigeria,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,6668.34,I,Imputed value,,Lower-middle-income economies
2869,QCL,Crops and livestock products,566,Nigeria,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,663608.91,E,Estimated value,,Lower-middle-income economies
2871,QCL,Crops and livestock products,566,Nigeria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,328627.22,I,Imputed value,,Lower-middle-income economies
2872,QCL,Crops and livestock products,566,Nigeria,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,355010.68,I,Imputed value,,Lower-middle-income economies
2873,QCL,Crops and livestock products,566,Nigeria,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,277847.39,I,Imputed value,,Lower-middle-income economies
2874,QCL,Crops and livestock products,566,Nigeria,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,363123.09,I,Imputed value,,Lower-middle-income economies
2875,QCL,Crops and livestock products,566,Nigeria,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,147636.48,I,Imputed value,,Lower-middle-income economies
2876,QCL,Crops and livestock products,566,Nigeria,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,39569.4,I,Imputed value,,Lower-middle-income economies
2877,QCL,Crops and livestock products,566,Nigeria,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,44455.58,I,Imputed value,,Lower-middle-income economies
2878,QCL,Crops and livestock products,566,Nigeria,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,26869.84,I,Imputed value,,Lower-middle-income economies
2879,QCL,Crops and livestock products,566,Nigeria,5510,Production,02211,Raw milk of cattle,2022,2022,t,527437.12,I,Imputed value,,Lower-middle-income economies
2880,QCL,Crops and livestock products,566,Nigeria,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,4133.82,I,Imputed value,,Lower-middle-income economies
2881,QCL,Crops and livestock products,570,Niue,5510,Production,02960.01,Beeswax,2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,
2882,QCL,Crops and livestock products,570,Niue,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,0.06,I,Imputed value,,
2883,QCL,Crops and livestock products,570,Niue,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,0.13,I,Imputed value,,
2884,QCL,Crops and livestock products,570,Niue,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,4.49,I,Imputed value,,
2885,QCL,Crops and livestock products,570,Niue,5510,Production,21511.01,Fat of pigs,2022,2022,t,4.49,I,Imputed value,,
2886,QCL,Crops and livestock products,570,Niue,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,14.37,I,Imputed value,,
2888,QCL,Crops and livestock products,570,Niue,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,1.95,I,Imputed value,,
2889,QCL,Crops and livestock products,570,Niue,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,25.12,I,Imputed value,,
2890,QCL,Crops and livestock products,570,Niue,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,67.91,I,Imputed value,,
2891,QCL,Crops and livestock products,570,Niue,5510,Production,02910,Natural honey,2022,2022,t,7.18,I,Imputed value,,
2892,QCL,Crops and livestock products,570,Niue,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,0.28,I,Imputed value,,
2893,QCL,Crops and livestock products,570,Niue,5510,Production,02211,Raw milk of cattle,2022,2022,t,58.39,I,Imputed value,,
2894,QCL,Crops and livestock products,807,North Macedonia,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,196.22,I,Imputed value,,Upper-middle-income economies
2895,QCL,Crops and livestock products,807,North Macedonia,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,392.44,I,Imputed value,,Upper-middle-income economies
2896,QCL,Crops and livestock products,807,North Macedonia,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,1195.58,I,Imputed value,,Upper-middle-income economies
2897,QCL,Crops and livestock products,807,North Macedonia,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,207.58,I,Imputed value,,Upper-middle-income economies
2898,QCL,Crops and livestock products,807,North Macedonia,5510,Production,21511.01,Fat of pigs,2022,2022,t,614.87,I,Imputed value,,Upper-middle-income economies
